gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5003323223				https://sfg.taxonworks.org/api/v1/images/3c05fb67d3353a499fba65f158ae15b3										
5003323222				https://sfg.taxonworks.org/api/v1/images/b32fe6e76c5b78d9998bae9c7c4d29f5										
5003323221				https://sfg.taxonworks.org/api/v1/images/0b9bbd0546beedc7948ffe6cf5c4e4ca										
5003323218				https://sfg.taxonworks.org/api/v1/images/a254eba4484ac733639f17b25f529444										
5003323217				https://sfg.taxonworks.org/api/v1/images/a886934b5dea03edcfc7a6d8ebc41916										
5003323215				https://sfg.taxonworks.org/api/v1/images/0dae6bffb59f37408c99482e29d26c82										
5003323211				https://sfg.taxonworks.org/api/v1/images/ca6256e1717ca8d81caa7e3fbcbb5cff										
5003323208				https://sfg.taxonworks.org/api/v1/images/28f19b25a2cbd695883ccab5390fba1f										
5003323207				https://sfg.taxonworks.org/api/v1/images/7ff268f351dd867303338e5f1420ae9a										
5003323204				https://sfg.taxonworks.org/api/v1/images/e394125681439b6b12ce82db144e0263										
5003323203				https://sfg.taxonworks.org/api/v1/images/c74c9de755deccecf68fde9918017b8f										
5003323197				https://sfg.taxonworks.org/api/v1/images/391ea8f088f3a99934206ab70f8f3419										
5003323196				https://sfg.taxonworks.org/api/v1/images/a03646e4fcc0e46e4cbeb01adbb0288c										
5003323194				https://sfg.taxonworks.org/api/v1/images/32a2d7fe1fc949fda105fe87ed2f4c25										
5003323190				https://sfg.taxonworks.org/api/v1/images/8726ee85a93994e97c02ed1fa7573a40										
5003323188				https://sfg.taxonworks.org/api/v1/images/052bd28ea83ee87cd5bca532bc776a21										
