gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
5003321031	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				28a1dc6f-87c7-4473-9824-3c1857ca6224	INHS Insect Collection 794650		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1			Male	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/f52b0fa28cad36f4c039fc60d65b86c3						Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/9/2015.									#254 9-I-85  Allocapnia peltoides, 1 M, Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/9/2015 Notes: K.W. Stewart Collection						1985-01-09							9-I-85	stream						BCPoulton AR-254					Big Cedar Creek			United States	US	Arkansas	Scott			3 mi E Cedar Creek at Hwy 28												34.78518	-93.82782	unknown	10.0			N34.78518º W93.82782º	N34.78518º	W93.82782º		unknown	POINT Z (-93.82782 34.78518 0)			DeWalt, Ralph Edward	2024-02-14	A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Allocapnia peltoides Ross & Ricker, 1964							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				peltoides			species		Ross & Ricker, 1964	Shield Snowfly	ICZN			
5003321030	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				aac8aea7-3eef-4250-b5c0-c32df319dd15	INHS Insect Collection 1539261		Henry W. Robison		1			Male	adult									present	Vial																	AR: Pope Co., Illinois Bayou at St. Hwy 27, N. Hector, AR, 25 Feb. 1995, HWR95-12, H.W. Robison  Allocapnia rickeri, M, F, det. L.V. Hart 2024					HWR-95-12	1995-02-25							25 Feb. 1995	stream											Illinois Bayou			United States	US	Arkansas	Pope			Illinois Bayou at St. Hwy 27, N. Hector, AR												35.502235	-92.971703	unknown	100.0							unknown	POINT Z (-92.971703 35.502235 0)			Hart, Lily	2023-09-19	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Allocapnia rickeri Frison, 1942							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				rickeri			species		Frison, 1942	Midwest Snowfly	ICZN			
5003321029	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				c1091f19-45bc-43b5-aed7-2a156b12f8dd	INHS Insect Collection 877411		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	3			Male	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/87f7c2fa72e4721f0de33f8bc2406091						Imaged by: Kaleb Lukens; Date Imaged: 03/26/2016.									AR: Franklin Co, Mulberry R., Hwy 23, Turners Bend, 30-VI-84, BCP || AR: Franklin Co. Mulberry R. Hwy 23, Turners Bend 30-VI-84 BCP  Perlesta decipiens, 3 M, 4 F, Det. B. C. Poulton 89 || Perlesta decipiens Det. B.C. Poulton 89 3{male} 4{female}  Photographed by: Kaleb Lukens Date: 03/26/2016 Notes: Barry C. Poulton Collection						1984-06-30							30-VI-84	river						BCPoulton AR-192					Mulberry River			United States	US	Arkansas	Franklin			at Hwy 23 Jct. Turners Road												35.66984	-93.82962	unknown	1000.0			N35.66984º W93.82962º	N35.66984º	W93.82962º		unknown	POINT Z (-93.82962 35.66984 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1989												Perlesta decipiens (Walsh, 1862)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Perlesta	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlesta				decipiens			species		(Walsh, 1862)	Widespread Stone	ICZN			
5003321028	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				1f2701c0-ab58-40e7-9ba0-f70b73b20c04	INHS Insect Collection 877414		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1				immature									present	Vial		https://sfg.taxonworks.org/api/v1/images/cf24181c1f15cb1ea5d68f6decb93fbe						Imaged by: Kaleb Lukens; Date Imaged: 03/26/2016.									AR(109): Greene Co., Jacks Cr., 2 mi W Oak Grove Heights|#109, 18-III-84 || AR (109): Greene Co. Jacks Cr. 2 mi W Oak Grove Heights  Perlinella drymo nymph Det. B. C. Poulton || Perinella drymo nymph Det. B.C. Poulton  Photographed by: Kaleb Lukens Date: 03/26/2016 Notes: Barry C. Poulton Collection						1984-03-18							18-III-84	stream						BCPoulton AR-109					Jacks Creek			United States	US	Arkansas	Greene			2 mi W Oak Grove Heights												36.11381	-90.53771	unknown	1000.0			N36.11381º W90.53771º	N36.11381º	W90.53771º		unknown	POINT Z (-90.53771 36.11381 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Barry C. Poulton	https://orcid.org/0000-0002-7219-4911													Perlinella drymo (Newman, 1839)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Perlinella	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlinella				drymo			species		(Newman, 1839)	Striped Stone	ICZN			
5003321027	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				0b72bf12-eefa-4b3e-8140-115e5fd41fdd	INHS Insect Collection 875352		Otis A. Hite | Maxine Hite		1			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/6d5ca286fcdf61dda166dd090b0e8aea						Imaged by: Elise Snyder; Date Imaged: 01/29/2016.									D & M Hite Coll. 5-27-62 || D & M Hite Coll. 5-27-62   Perlesta placida 1 ♂ 1 ♀ || Perlesta placida 1 ♂ 1 ♀  Photographed by: Elise Snyder Date: 01/29/2016 Notes: K.W. Stewart Collection						1962-05-27							5-27-62	stream											Cove Creek			United States	US	Arkansas	Washington			15 mi S Prairie Grove												35.79531	-94.36519	unknown	1000.0			N35.79531º W94.36519º	N35.79531º	W94.36519º		unknown	POINT Z (-94.36519 35.79531 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																																					Perlesta Banks, 1906							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlesta							genus		Banks, 1906	Summer Stone	ICZN			
5003321026	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				037a2fa9-76d6-40b3-99c4-3d46b079e8af	INHS Insect Collection 796245		Paul Wagner		2				immature									present	Vial		https://sfg.taxonworks.org/api/v1/images/0925ab2fa177ae7419c09b4e647d9363						Imaged by: R. E. DeWalt; Date Imaged: 12/31/2015.									AR, Logan Co., Gutter Rock Cr., @ Low Water Bridge ca. 1 mi. off Hwy 309 14-March-1992 Paul Wagner PW92-015  Clioperla clio [2 N] Det. P. Wagner 1992  Photographed by: R.E. DeWalt Date: 12/31/2015 Notes: K.W. Stewart Collection						1992-03-14							14-March-1992	stream						BCPoulton AR-141					Gutter Rock Creek			United States	US	Arkansas	Logan			2 mi S Corley												35.20881	-93.66308	unknown	1000.0			N35.20881º W93.66308º	N35.20881º	W93.66308º		unknown	POINT Z (-93.66308 35.20881 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Paul Wagner		1992												Clioperla clio (Newman, 1839)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlodidae | Isoperlinae | Clioperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlodidae	Isoperlinae			Clioperla				clio			species		(Newman, 1839)	Clio Stripetail	ICZN			
5003321025	CC BY 4.0												CNCI		CNCI_data		PreservedSpecimen				16a2cbc0-8167-406f-adc8-6eb98a31fb80	CNC 1604105		Hite | Aggus		1				adult									present	ethyl alcohol																							1963-03-17								stream											Pee Dee Creek			United States	US	Arkansas	Van Buren			Pee Dee Creek at State Road 16												35.604922	-92.417614	unknown								unknown																														paratype of Zealeuctra narfi Ricker & Ross, 1969															Zealeuctra narfi Ricker & Ross, 1969							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Leuctridae | Zealeuctra	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Leuctridae	Leuctrinae			Zealeuctra				narfi			species		Ricker & Ross, 1969	Northern Needlefly	ICZN			
5003321024	CC0 1.0														PNHPC_data		PreservedSpecimen				135becac-3b64-4bd9-a93e-c6e835df97f9			Phillip N. Hogan	https://orcid.org/0000-0002-6546-272X	1			Male	adult									present	Vial																						PNH-062-22	2022-03-14								stream											Dutch Creek			United States	US	Arkansas	Scott			Arkansas Highway 250	227											34.9035	-93.8886	WGS84	10							unknown				Hogan, Phillip N.			GPS+GLONASS																								Phillip N. Hogan	https://orcid.org/0000-0002-6546-272X	2022-03-21												Zealeuctra claasseni (Frison, 1929)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Leuctridae | Zealeuctra	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Leuctridae	Leuctrinae			Zealeuctra				claasseni			species		(Frison, 1929)	Common Needlefly	ICZN			
5003321023	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				c5cbb587-5f54-40d5-a870-6e80ea59f50a	INHS Plecoptera 11064		Herbert Holdsworth Ross | Jean Alexander Ross		1			Female	adult									present	Vial																	Marion Co., ARK.; 5 mi W of Yellville; George's Creek; Feb. 14, 1961; Ross & Ross  Allocapnia rickeri Frison, [W.E. Ricker]						1961-02-14							Feb. 14, 1961	stream											George's Creek			United States	US	Arkansas	Marion			5 miles west of Yellville												36.226181	-92.774389	unknown	10000.0			N36.226181º W92.7743889º	N36.226181º	W92.7743889º		unknown	POINT Z (-92.774389 36.226181 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	BioGeomancer | Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							W. E. Ricker														Allocapnia rickeri Frison, 1942							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				rickeri			species		Frison, 1942	Midwest Snowfly	ICZN			
5003321022	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				7e5fab7c-8d7b-4ccd-b063-209fff6ab45a	INHS Insect Collection 1504224		Henry W. Robison		1			Male	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/364cea842b0bf367167818577342287d															HWR 96-39: AR: Independence Co.: Curia Creek at St. Hwy 25, North of Dowdy, AR., 35.88018, -91.31121, 3 m wide, 260 ft asl, 24 Feb. 1996, H.W. Robison  Taeniopteryx burksi, 1M, Det. R.E. DeWalt 2023 Taeniopteryx burksi, 1M, Det. B.C. Poulton  T. metequi, 1 male, T. burksi, 1 male,  P. completa, 1 male, A. mystica, 1 female Split up By RED  B.C. Poulton Donation  Photographed by: Lily Hart					HWR-96-39	1996-02-24							24 Feb. 1996	stream											Curia Creek			United States	US	Arkansas	Independence			AR: Independence Co.: Curia Creek at St. Hwy 25, North of Dowdy, AR., 35.88018, -91.31121, 3 m wide, 260 ft asl	79											35.88018	-91.31121	unknown	100.0							unknown	POINT Z (-91.31121 35.88018 0)			Hart, Lily	2023-10-03	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2023												Taeniopteryx burksi Ricker & Ross, 1968							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Taeniopterygidae | Taeniopteryx	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Taeniopterygidae	Taeniopteryginae			Taeniopteryx				burksi			species		Ricker & Ross, 1968	Eastern Willowfly	ICZN			
5003321021	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				fbf76cea-ddc7-43a4-9b73-b2e079b88019	INHS Insect Collection 1539321		Henry W. Robison		2			Male	adult									present	Vial																	HWR 89-23: AR: Pope Co.: Dare Creek, 1/2 mi. north of Hector, AR. 10 June 1989, H.W. Robison  Perlesta cinctipes, 6F, 2M, det. L.V. Hart 2024					HWR-89-23	1989-06-10							10 June 1989	stream											Dare Creek			United States	US	Arkansas	Pope			1/2 mi. north of Hector, AR												35.485787	-92.968983	unknown	100.0							unknown	POINT Z (-92.968983 35.485787 0)			Hart, Lily	2023-06-22	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Perlesta cinctipes (Banks, 1905)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Perlesta	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlesta				cinctipes			species		(Banks, 1905)	Plains Stone	ICZN			
5003321020	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				56e740f0-5095-4256-81ab-12dea645e2c1	INHS Insect Collection 794750		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	1			Female	adult									present	Vial		https://sfg.taxonworks.org/api/v1/images/bd5eef876c0102e7c17871677b684431						Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/9/2015.									#8 18-III-84  Acroneuria frisoni, 1 F, 1 Exv., Det. R. E. DeWalt, 2018 | Acroneuria evoluta [frisoni] Rear 1 F Det. B. C. Poulton  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/9/2015 Notes: K.W. Stewart Collection						1984-03-18							18-III-84	stream						BCPoulton AR-8					Janes Creek			United States	US	Arkansas	Randolph			1 mi S Ravenden Springs at Hwy 90												36.30255	-91.23314	unknown	10.0			N36.30255º W91.23314º	N36.30255º	W91.23314º		unknown	POINT Z (-91.23314 36.30255 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2018												Acroneuria frisoni Stark & Brown, 1991							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Acroneuria	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Acroneuria				frisoni			species		Stark & Brown, 1991	Central Stone	ICZN			
5003321019	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				391635eb-d985-4ad5-863f-a2cf09fcd7ca	INHS Insect Collection 793253		Eric J. South		1			Female	adult									present	2 ml cryo 95% EtOH																	AR, Sevier Co., Cossatot River, 5.1 km W Lockesburg at AR-24, 33.97145, -94.22274, sweep net, 6/18/2016, E. J. South, EJS-2016-065  Perlesta sublobata South & DeWalt 2019  Perlesta, F Det. E. J. South, 2016					EJS-2016-065	2016-06-18							2016-6-18	river	Sweep net										Cossatot River			United States	US	Arkansas	Sevier			5.1 km W Lockesburg at AR-24												33.97145	-94.22274	unknown	10.0			33.97145 -94.22274	33.97145	-94.22274		unknown	POINT Z (-94.22274 33.97145 0)			Hart, Lily	2020-06-03	A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																						paratype of Perlesta sublobata South & DeWalt, 2019	Eric J. South														Perlesta sublobata South & DeWalt, 2019							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Perlesta	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Perlesta				sublobata			species		South & DeWalt, 2019		ICZN			
5003321018	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				d43f1268-a5f7-4679-b0ef-6452dfcc8c0a	INHS Insect Collection 658794		Eric J. South		12			Female	adult									present	2 ml cryo 95% EtOH																	AR, Washington Co., Cove Creek, 11.2 km E Evansville at Co. Rt 285, 35.77562, -94.37487, UV light, 6/12/2016, E. J. South, EJS-2016-051  Haploperla brevis, 12 F Det. E. J. South, 2016					EJS-2016-051	2016-06-12							2016-6-12	stream	UV light										Cove Creek			United States	US	Arkansas	Washington			11.2 km E Evansville at Co. Rt 285												35.77562	-94.37487	unknown	10.0			N35.77562º W94.37487º	N35.77562º	W94.37487º		unknown	POINT Z (-94.37487 35.77562 0)			Gamble, Nicole		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Eric J. South		2016												Haploperla brevis (Banks, 1895)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Chloroperlidae | Haploperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Chloroperlidae	Chloroperlinae			Haploperla				brevis			species		(Banks, 1895)	Least Sallfly	ICZN			
5003321017	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				c4c158a6-6144-4d31-8efe-ce228e833d5e	INHS Insect Collection 1504313		Henry W. Robison		7			Female	adult									present	Vial																	AR: Montgomery Co., 7 mi. NW of Bonnerdale, S of Rd. 44, Blue Springs, T3S R23W Sec.14, 17 October 1996, H.W. Robison  L. tenuis, 15 males, 7 females						1996-10-17							17 October 1996	stream											Blue Springs			United States	US	Arkansas	Montgomery			7 mi. NW of Bonnerdale, S of Rd. 44, T3S R23W Sec.14												34.478153	-93.432184	unknown	1000.0							unknown	POINT Z (-93.432184 34.478153 0)			Hart, Lily	2023-06-22	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																																					Leuctra tenuis (Pictet, 1841)							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Leuctridae | Leuctra	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Leuctridae	Leuctrinae			Leuctra				tenuis			species		(Pictet, 1841)	Narrow-lobed Needlefly	ICZN			
5003321016	CC0 1.0														PNHPC_data		PreservedSpecimen				76773f7f-2e1f-4e03-b341-9f84dfd9474f			Phillip N. Hogan | M. A. X. Finley	https://orcid.org/0000-0002-6546-272X	3			Female	adult									present	Vial								Either A. mohri or A. oribata														PNH-2024-001	2024-01-01								stream	Handpicking										Archey Creek			United States	US	Arkansas	Van Buren			Archey Creek Road (AR-166)	261											35.68859	-92.65013	WGS84	10							unknown				Hogan, Phillip N.			GPS+GLONASS																								Phillip N. Hogan	https://orcid.org/0000-0002-6546-272X	2024-01-02												Allocapnia Claassen, 1928							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia							genus		Claassen, 1928	Snowfly	ICZN			
5003321015	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				71b1219d-be4e-4272-94cf-16fb373eb0f8	INHS Insect Collection 794800		Barry C. Poulton	https://orcid.org/0000-0002-7219-4911	41			Female	adult									present	Vial								Imaged by: Ed DeWalt, Felipe Soto-Adames; Date Imaged: 12/10/2015.									ARK: Howard Co., Saline River @ Hwy 84 bdg 1 mi W of Athen 9-VII-82  Neoperla stewarti 2 M, 41 F, Det. B. C. Poulton 1985  Photographed by: Ed DeWalt, Felipe Soto-Adames Date: 12/10/2015 Notes: K.W. Stewart Collection						1982-07-09							9-VII-82	river						BCPoulton AR-325					Saline River			United States	US	Arkansas	Howard			1 mi W Athens at Hwy 84												34.31498	-93.99048	unknown	10.0			N34.31498º W93.99048º	N34.31498º	W93.99048º		unknown	POINT Z (-93.99048 34.31498 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2024												Neoperla osage Stark & Lentz, 1988							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Neoperla	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Perlinae			Neoperla				osage			species		Stark & Lentz, 1988	Osage Stone	ICZN			
5003321014	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				ffc8abc5-0ade-4834-a161-089a37098788	INHS Insect Collection 456148		Ralph Edward DeWalt | Ember T. Chabot	https://orcid.org/0000-0001-9985-9250	1				immature									present	Vial																	AR: Newton Co.; Harp Creek; 2.2 km N Pruitt at AR-7.; 36.08207, -93.13693.; 1/15/2009; R.E. DeWalt, E. Chabot; RED-2009-016  Acroneuria frisoni, N; Det. R. E. DeWalt, 2009					RED-2009-016	2009-01-15							1/15/2009	stream	Dipnet										Harp Creek			United States	US	Arkansas	Newton			2.2 km N Pruitt at AR-7												36.08207	-93.13693	unknown	10.0			N36.08207º W93.13693º	N36.08207º	W93.13693º		unknown	POINT Z (-93.13693 36.08207 0)			DeWalt, Ralph Edward		A geospatial point translated from verbatim values recorded on human-readable media (e.g. paper specimen label, field notebook).	Physical collection object.	Derived from a instance of TaxonWorks' Georeference::VerbatimData.																							Ralph Edward DeWalt	https://orcid.org/0000-0001-9985-9250	2009												Acroneuria frisoni Stark & Brown, 1991							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Perloidea | Perlidae | Acroneuria	Animalia	Arthropoda	Insecta	Plecoptera	Perloidea	Perlidae	Acroneuriinae			Acroneuria				frisoni			species		Stark & Brown, 1991	Central Stone	ICZN			
5003321013	CC BY 4.0									http://grbio.org/institution/illinois-natural-history-survey			INHS		INHS_data		PreservedSpecimen				e3084c41-2126-4fcb-9a3f-4e9babf65119	INHS Insect Collection 1539249		Henry W. Robison		1			Female	adult									present	Vial																	HWR 94-44: Hwy 23- S. of Cass  Allocapnia mohri, F, det. L.V. Hart 2024					HWR-94-44	1994-03-12							12 March 1994	stream						Faulkner County is on the Robison list of localities, however the location is actually in Franklin County.					Rock Creek			United States	US	Arkansas	Franklin			AR: Faulkner Co.: Rock Creek (trib. to Mulberry River) at St. Hwy 23, 5.4 miles north of the junction of St. Hwy 23 and 352												35.612334	-93.838546	unknown	100.0							unknown	POINT Z (-93.838546 35.612334 0)			Hart, Lily	2023-09-21	Created by entering point coordinates in a form, along with an optional error radius.	Curator entered point/radius data.	A generic point georeference.																							Lily V. Hart	https://orcid.org/0000-0002-2906-1849	2024												Allocapnia mohri Ross & Ricker, 1964							Animalia | Arthropoda | Insecta | Plecoptera | Arctoperlaria | Nemouroidea | Capniidae | Allocapnia	Animalia	Arthropoda	Insecta	Plecoptera	Nemouroidea	Capniidae				Allocapnia				mohri			species		Ross & Ricker, 1964	Ouachita Snowfly	ICZN			
